UID	dby    DBY7286 Low-Pi vs. High-Pi||dby    	pho4c  PHO4c vs. wild type||pho4c  	pho80  pho80 mutant vs wild type||pho80  	"pho81  PHO81c vs. wild type, exp.1||pho81  "	"pho812 PHO81c vs. wild type, exp.2||pho812 "	pho85  pho85 delete vs. wild type||pho85  	"lowpho NBW7 strain High-Pi vs. Low-Pi, exp.2||lowpho "	"nbw    NBW7 strain low-Pi vs. High-Pi, exp.1||nbw    "
YJL022W	0.21	0.15		-0.21	0.28	0.11	0.42	0.07
YPL251W	0.06	0.46	-0.22	-0.45	-0.09	-1.55	-0.04	0.11
YLR005W	-0.1	-0.1	0.16	0.39	0.18	-0.22	0.23	0
YMR210W	0.52	0.1	0.23	0.31	0.29	0.25	0.5	0.05
YCR024C-A	0.49	-0.17	0.51	0.24	0	-0.54	0.47	0.16
YPR170C	0.04	-0.41	0.21	0.31	0.04	0.58	0.29	-0.81
YDR319C	0.23	-0.13	0.04	0.59	0.13	0	0.37	-0.32
YFL013C	-0.23	0.19	0.04	-0.18	-0.16	-0.81	0.06	0.02
YGR262C	-0.23	-0.21	0.05	0.29	-0.21	-0.68	-0.36	-0.22
YCR094W	0.37	0.2	0.4	0.48	0.56	-0.2	0.86	0.02
YJR018W	-0.29	0.18	-0.14	0.6	0.68	-0.62	-0.09	-0.7
YDR485C	1.7	0.09	0.16		1	0.06	1.14	0.47
YGR044C	-0.37	0.32	0.34	0.92	0.43	-0.44	0.38	-0.29
YLR225C	0.2	-0.01	-0.46	0.97	0.25	-0.73	0.1	-0.12
YJL024C	-0.04	0.31		0.08	-0.09	-0.13	0.45	-0.06
YMR027W	0.6	0.54	0.15	0.77	0.34	-0.12	0.16	-0.27
YMR212C	0.13	0.32	0.25	-0.13	0.02	-0.34	0.65	0
YPR006C	-0.7	-0.14	0.1	-0.19	-0.72	-0.88	-0.54	-0.14
YPR172W	0.45	0.24	-0.04	-0.07	0.31	-0.24	0.48	-0.25
YCR026C	0.12	0.2	0.15	-0.11	0.01	-0.71	0.17	-0.05
YDL003W	-0.09	-0.29	0.05	0.31	-0.14	-0.57	0.48	0.15
YDR321W	-0.59	-0.06	-0.04	0	-0.01	-0.72	0.58	-0.12
YDR523C	0.19	-0.02	-0.05		0.12	-0.15	0.4	0
YGR082W	0.22	-0.14	0.26	0.49	0.16	0.38	0.01	-0.15
YGR264C	-0.39	0.16	0.17	0.01	-0.1	-1.37	0.29	-0.07
YJL063C	0	0.17		0.39	0.22	-0.05	0.41	-0.26
YJR020W	0.3	0.09	-0.12	1.2	0.55	-0.08	0.03	-0.26
YLR045C	0.3	0.07	0.31	-0.19	0.27	-0.48	0.73	0.24
YLR227C	0.51	0.38	-0.06	0.34	0.02	-0.44	0.15	0.15
YMR255W	0.73	-0.51	0.62	-0.08	0.47	0.04	0.76	0.1
YMR029C	0.38	-0.09	-0.01	0.22	0.11	-0.36	0.11	-0.3
YOL083W	0.93	-0.03	0.23	1.05	-0.12	0.1	-0.84	0.01
YPR008W	0.4	0.61	-0.08	-0.07	-0.02	-0.61	-0.12	0.05
YDL005C	0.08	-0.21	0.06	0.23	0.11	-0.82	0.61	0.15
YDR525W	0	0.63	0.35	0.24	0.25	0.55	-0.02	-0.04
YCR028C	-0.02		0.42	0.76	-1.42	-0.29	0.08	0.28
YJL065C	0.1	-0.04		0.18	0.06	-0.08	0.36	-0.2
YDR323C	0.2	0.16	-0.19	-0.19	-0.19	-0.55	-0.03	-0.23
YLR047C	0.51	-0.11	0.42	-0.47	0.44	-0.01	1.51	0.9
YMR258C	0.34	0.16	0.17	-0.08	0.13	-0.3	0.57	-0.21
YGR266W	0.12	-0.17	0.02	-0.19	0.09	-0.65	-0.3	0.03
YJR022W	-0.07	-0.25	-0.08	-0.01	-0.35	-0.4	-0.26	-0.41
YMR031C	0.69	0.56	0.04	0.18	0.35	-0.27	0.6	0.12
YDL007W	0.4	0	-0.5		0.4	0.03	0.9	-0.01
YOL085C	-0.01	0.25	0.05	1.11	0.15	-0.29	-0.15	0.1
YDR527W	-0.03	0.28	0.28	0.36	0.79	-0.57	0.52	-0.2
YPR010C	0.15	0.41	0.43		0.23	-0.31	-0.02	0.05
YJL067W	0.5	0.17	-0.8	1.91	0.79	0.33	0.64	-0.28
YLR049C	0.27	-0.47	0.19	0.25	0.08	0.24	0.97	0
YMR260C	-0.29	-0.6	0.38	-0.26	-0.39	-0.34	0.59	0.29
YGR268C	0.19	0.26	0.09	0.85	0.68	-0.29	-0.23	-0.13
YDL009C	0.52	0.14	0.16	2.03	1.11	1	0.69	0.18
YLR231C	0.17	-0.2	-0.23	-1.01	0.18	-0.54	0.29	0.53
YDR529C	0.12	-0.4	0.75	0.37	-0.22	0.12	0.96	0.28
YMR034C	0.45	0.45	-0.09	0.66	0.27	0.07	-0.35	0.01
YOL087C	0.65	0.16	0	-0.06	0.32	-0.63	0.15	0.3
YJL069C	-1	0.14		-0.3	0.12	-1.29	0.08	-0.26
YLR051C	-0.91	-0.68	0.32	-0.26	-0.37	-0.8	0.01	0.02
YMR262W	0.6	0.08	0.39	0.23	0.37	0.1	0.97	0.01
YDR327W	-0.11	-0.4	0.94	0.66	-0.13	0.36	-0.32	-0.42
YDL011C	0.59	0.86	0.03	0.85	1.45	0.62	1.13	0.47
YGR270W	0.23	0.37	-0.14	0.03	0.56	-0.59	0.24	0.12
YDR531W	0.28	0.05	0.41	0.22	0.42	-0.35	0.88	-0.11
YJR026W	0.52	0.8	0.16	-0.24	0.92	-0.14	-0.04	0.11
YJL071W	-0.1	0.15	-0.41	-0.04	0.11	-0.33	0.55	0.07
YMR036C	0.09	0.13	-0.09	-0.01	0.54	-0.76	-0.21	-0.34
YLR053C	0.06	0.07	0.04		0.18	1.3	-0.16	-0.41
YOL089C	0.54	0.14	0.23	-0.09	-0.17	-0.76	-0.15	0.08
YMR264W	0.17	0.05	0.23	0.06	0.19	-0.16	0.68	-0.23
YPR014C	0.17	-0.04	0.37	0.97	-0.24	-0.76	-2.61	-0.18
YDL013W	0.23	0.17	-0.09	0.43	0.58	-0.43	0.86	-0.11
YDR533C	0.76	0.2	0.09	0.67	0.23	-0.09	1.65	0.14
YDR329C	0.03	-0.12	-0.23	0.04	0.04	-0.56	0.13	-0.36
YGR272C	-1.09	-0.9	0.22	-1.09	-0.33	-1.14	0.16	0.09
YLR055C	0.01	0.71	0.11	0.93	0.93	-0.06	1.07	-0.2
YJR028W	0.34	0.78	0.19	-0.27	0.9	-0.12	0.15	0.26
YMR038C	-0.27	0.12	-0.04	0.06	0.07	-0.9	-0.01	-0.28
YOL091W	-0.27	0.11	-0.16	-0.96	-0.21	-0.09	-0.79	0.07
YDL063C	-1.52	0	-0.17	-0.43	-0.34	-1.19	-0.27	-0.28
YGR142W	0.57	-0.41	-0.04	-0.39	0.14	1.48	0.63	0.54
YJL123C	-0.07	0.02	0.02	-0.22	0.08	-0.71	0.41	-0.04
YMR319C	-0.11	0.17	-0.42	-0.47	-0.08	-1.03	-0.27	0.17
YOR179C	-0.1	-0.2	0.09	-1.04	-0.42	-0.81	-0.31	-0.24
YML036W	0.23	0.53	0.23	0.55	0.13	-0.95		-0.52
YDL065C	-0.19	-0.24	0.26	0.86	-0.23	-0.27	-0.05	-0.01
YEL039C	0.72	-0.14		-0.14	0.15	-0.35	0.96	0.09
YJL125C	-0.64	-0.13	0.03	-0.19	-0.42	-0.92	-0.12	-0.04
YMR321C	-0.41	-0.18	0.03	0.14	-0.4	-0.79	0.03	-0.24
YDL067C	0.04	-0.07	0.08	0.22	-0.15	0.04	0.39	0.04
YGR146C	-0.22	0.15	0.41	0.4	0.57	0.71	0.43	0.07
YOR183W	-0.21	-0.3	0.02		-0.25	-0.35	-4.05	-0.72
YDL069C	-0.11	-0.14	-0.2	0.18	0.04	0.17	-0.26	-0.16
YJL129C	0.14	0.25	-0.05	-0.23	0.46	-0.83	0.05	-0.01
YGL021W	0.2	-0.03	-0.25	-0.59	-0.37	-0.93	0.34	0.24
YOR185C	0.58	0.2	0.22	0.64	0.24	0	-0.02	-0.26
YAL045C	0.74	0.02		0.11	0.07	0.16	0.26	-0.34
YDL071C	0.08	0.02	0.23	0.21	0.25	0.12	0.64	0.16
YAL034AW	0.19	-0.1	0.2	-0.63	0.56		1.22	-0.04
YJL131C	0.23	-0.32	-0.1	-0.06	-0.17	-0.63	0.28	0.09
YHR079BC	0.32	-0.13	-0.04		-0.74	-0.32	-0.62	1.02
YNL002C	-1	-0.67	0.08	-0.54	-0.37	-1.13	-0.04	-0.06
YOR187W	0.27	0.16	0.08	0.26	-0.07	-1.13	0.42	-0.15
YAL043C-A	-0.19	0.23	-0.26	-0.64	0.47	-1.01		-0.14
YAL047C	0.05	-0.3		-2.07	0.01	-0.63	0.19	-0.31
YDL073W	0.12	0.12	-0.15	-0.25	0.04	-0.7	0.35	0.03
YJL133W	-0.03	-0.26	-0.03	0.38	-0.16	-0.75	0.42	-0.15
YNL004W	-0.32	0.01	-0.12	0.06	-0.17	-0.55	-0.14	-0.17
YOR189W	-0.05	-0.3	0.07	-0.03	-0.39	-0.78	-0.05	-0.31
YGR190C	-0.32	-0.12	0.42	-0.58	-0.23	-1.14	0.02	0.53
YJL171C	0.37	0.61	-0.13	2.44	0.6	-0.1	0.05	0.09
YFR034C	-0.2	0.81	0.07	-1.22	1.06	-0.79	-0.07	0.13
YNL042W	0.19	0.24	0.01	0.7	0.41	0.03	-0.64	-0.06
YOR227W	0.68	0.03	0.1	0.09	0.33	-0.05	0.13	0.36
YGR192C	0.22	-0.14	0.29	0.31	0.08	-0.03	1.16	-0.34
YJL173C	0.06	0.04	-0.05	0.73	0.06	-0.6	0.05	-0.2
YNL044W	-0.43	-0.06	-0.02	0.53	-0.03	0.01	0.13	-0.15
YOR229W	-0.03	0.65	-0.14	-0.07	0.01	-1.09	-0.54	0.04
YGR194C	0.78	-0.05	0.48	0.49	0.25	-0.02	0.37	0.08
YJL175W	0.1	0.06	-0.18	-0.74	0.03	-1.05	0.06	0.32
YNL046W	0.11	0.14	0.32	0.49	0.01	-0.16	-0.24	-0.21
YOR231W	0.04	0.36	-0.26	0.03	-0.07	-0.61	-0.08	0.1
YAR050W	0.28	0.11	0.25	0.01	0.37	0.51	0.4	0.22
YGR196C	0.02	0.14	0.1	-0.3	0.08	-0.84	0.21	-0.1
YJL177W	-0.21	-0.54	0.21	0.25	-0.37	-1.07	0.43	0.11
YGL025C	-0.09	-0.22	-0.06	-0.21	0.14	-0.53	0.27	-0.09
YNL048W	0.16	0.55	0.17	0.34	0.01	-0.5	0.07	-0.15
YOR233W	0.05	0.35	0.3	0.1	0.06	-0.7	-0.1	0.1
YGR198W	0.05	0.33	-0.21	-0.47	0.01	-0.9	0.19	-0.03
YJL179W	-0.43	-0.37	0.03	0.41	-0.33	-0.2	0.07	-0.06
YOR235W	-0.12	-0.26	-0.36	-0.37	-0.51	-0.62	-0.17	0.09
YGR200C	-0.62	0.39	0.18	-0.47	0.02	-1.31	-0.01	-0.19
YJL181W	0.06	0.02	-0.02	0.06	-0.23	-1.28	-0.06	0
YNL052W	0.24	0.51	0.72	0.84	-0.09	-0.73	0.02	-0.2
YOR237W	0.09	-0.08	0.43	2.29	1.69	-1	0.92	-0.61
YHR177W	0.31	0.1	0.55	0.02	0.41	-0.62	-0.56	0.4
YER106W	0.03	-0.76	-0.55	-0.45	-0.28	-0.58	-0.47	-0.37
YKL119C	-0.06	-0.12	0.02	0.44	-0.1	-0.49	-0.03	-0.12
YNR039C	0.15	0.34	-0.18	-0.16	-0.26	-0.87	-0.36	-0.01
YPL169C	-0.15	0.13	0.11	-0.4	-0.29	-0.88	0.06	0.1
YGL147C	-0.39	0.11	0.19	-0.07	-0.09	-1.2	0.37	-0.33
YBR198C	0	0.36	0.23	0.24	0.48		0.35	0.1
YDR201W	0.11	-0.1	-0.11	0.03	-0.07	-0.25	0.39	0.13
YHR179W	0.21	0.34	-0.06	0.23	0.4	-0.37	0.65	-0.14
YKL121W	0.84	0.13	0.08	0.86	0.44	-0.2	0.04	0.24
YNR041C	-0.18	0.28	0.25	0.08	-0.13	-0.72	-0.31	0.2
YPL171C	-0.11	0.08	0.03		0.36	-0.92	-0.34	-0.3
YGL151W	0.29	0.08	-0.02	-0.77	-0.01	-1.36	0.27	0.47
YBR200W	-0.08	0.03	0.01	0.02	0.15		0.6	-0.02
YHR181W	0.04	-0.12	0.17	0.04	-0.2	-0.48	0.43	-0.21
YKL123W	0.47	0.07	-0.26	2.98	0.23	-0.36	-0.14	0.1
YNR043W	0.23	0.76	0.56	0.84	0.51	-0.87	0.42	-0.03
YBR202W	-0.09	0.43		-1.08	0.25	1.24	0.25	0.11
YKL125W	-0.44	0.26	-0.23	0.06	-0.04	-0.91	-0.55	-0.1
YML033W	0.39	0.51	0.02	-0.07	0.21	-0.93	0.58	-0.36
YNR045W	0.44	0.46	0.41	0.22	-0.05	-0.53	-0.45	0.1
YPL175W	-0.39	0.45	-0.1	0.08	-0.33	-0.9	-1.31	-0.27
YBR204C	0.53	0.16	2.17		0.19	0.15	0.33	0.1
YHR185C	-0.07	0.27	0.34	-0.48	-0.04	-0.35	-1.48	0.19
YKL127W	-0.09	0.32	-0.04	0.53	0.21	-0.73	0.47	0.17
YLR451W	-0.39	0.17	-0.28	-0.47	-0.06	-1.28	-0.06	-0.15
YNR047W	0.64	0.82	0.24	-0.03	0.33	-0.38	-0.13	0.5
YPL177C	0.35	0.47	0.82	0.92	0.18	-1.03	-0.39	0.03
YBR206W	-0.11	-0.01	0.15		0.15	-0.25	0.28	-0.06
YHR187W	-0.27	0.18	-0.15	-0.41	-0.04	-0.8	0.1	-0.37
YKL129C	0.51	0.35	-0.06	0.51	0.72	-0.82	0.28	0.09
YNR049C	0.01	0.44	0.22	0.26	-0.07	-0.57	-0.29	-0.11
YPL179W	0.7	0.7	0.79	0.36	0.1	-0.98	0.29	0.19
YBR244W	0	-0.07	0.24	0.56	0.53	1.42	0.83	0.14
YDR261C	0	-0.04	0.31	-0.29	0.05	-0.21	0.55	-0.11
YGL069C	0.04	-0.05	0.03	0.36	-0.12	-0.54	0.12	-0.21
YIL006W	0.64	0.04	0.11	0.01	0.06	-1.1	0.03	0.11
YKL167C	0.15	0.12	-0.2	0.42	-0.02	-0.49	0	-0.28
YLR391W	0.2	-0.81	0.74	0.22	0.02	0.35	0.73	0.18
YPL217C	-0.65	0.43	-0.14	-0.89	0.54	-2.17	-0.2	-0.26
YBR246W	-0.09	0.14	0.42		-0.08	-0.08	0.04	-0.14
YIL008W	-0.57	-0.49	0.17	0.09	-0.48	-0.82	0.07	0.06
YKL169C	-0.04	0.1	-0.33	0.72	0.15	-0.47	-0.06	-0.37
YPL219W	0.79	0.48	0.15	-0.24	0.26	-1.45	0.21	0.18
YGL073W	0.01	-0.08	-0.07	-0.13	-0.3	-0.52	0.2	-0.1
YIL010W	0.32	0.03	0.16	0.56	0.22	-0.4	-0.09	0.02
YKL171W	0.69	0.12	-0.09	0.1	0.46	-0.32	0.21	0.3
YIL012W	0.34	-0.04	0.17		0.15	-0.6	-0.52	0.48
YKL173W	0.04	0.43	-0.25	-0.16	0.44	-0.62	-0.15	0.04
YPL223C	0.86	0.1	-0.1	0	0.42	-0.65	-0.81	0.7
YIL095W	0.37	-0.01	0.12	0.24	0.69	0.13	0.47	-0.04
YBR252W	-0.31	0.04	-0.17		0.06	0.74	0.34	-0.34
YIL014W	0.1	0.09	0.04	-0.1	0.03	-1	0.27	-0.03
YKL175W	0.11	0.15	0.19	0.18	0.1	-0.85	0.49	0.07
YOL018C	0.07	0.11	-0.07	-0.4	-0.12	-1.15	-0.06	-0.15
YPL225W	-0.08	-0.71	0.27	-0.49	-0.46	-1.03	0.41	0.2
YIL101C	0.72	-0.3	-0.49	0.16	0.3	0.54	0.34	0
YBR254C	-0.37	-0.23	0.35	0.12	-0.19	2.17	0.2	-0.24
YIL016W	-0.18	-0.34	0.31	0.34	-0.06	-0.66	0.11	0.14
YKL177W	0.23	-0.01	-1.04		0.37	-0.09	-3	-0.59
YOL020W	-0.13	0.74	-0.18	-0.36	-0.1	-1.24	0.12	0.18
YPL227C	0.06	0.16	0.17	-0.39	0.1	-1.22	0.47	-0.43
YIL107C	0.78	-0.03	0.16	-0.27	0.06	-0.35	-0.14	0.15
YBR101C	0.08	-0.17	0.4	-0.25	-0.06	0.97	0.5	0.2
YDR103W	0.04	-0.01	-0.09	-0.19	-0.16	-1.07	-0.02	0.07
YHR082C	0.43	0.1	0.07	-0.27	0.09	-0.45	0.2	0.35
YKL024C	-0.16	0.26	-0.12	0.55	0.21	-0.52	-0.11	-0.55
YLR393W	0.23	0.34	-0.24	-0.01	0.02	-0.63		0.04
YNL282W	-0.44	-0.04	-0.02	-0.27	0.54	-1.09	-0.06	0.09
YPL073C	0.14	-0.13	-0.1	1.08	0.1	-0.8	-0.85	-0.45
YBR103W	-0.21	-0.16	1.04		-0.28	-0.45	0.15	-0.15
YDR105C	0.33	-0.02	0.27	0.43	0.02	-1.09	0.59	-0.01
YHR084W	0.06	0.01	0.14	-0.2	-0.32	-1.13	0.13	0.21
YKL026C	0.65	0.17	-0.47	0.7	0.42	0.96	-0.03	-0.2
YLR395C	0	0.1	0.05	0.53	-0.16	-0.61	0.12	0
YOR015W	0.15	0.37	0.27	0.2	0.11	-0.69	-0.12	-0.33
YNL284C	0.08	0.03	0.27	0.23	0.26	-1.01	-0.23	-0.13
YPL075W	0.2	0.45	0.24	0.16	0.27	-0.71	0.23	-0.14
YBL110C	0.52	-0.07	0.41	-0.31	0.61	0.06	0.92	1.04
YDL221W	-0.07	0.1	0.69		0.46	-0.11	0.65	0.06
YGL165C	0.06	-0.04	-0.15	0.42	0.38	-0.99	0.15	-0.01
YBR105C	0.46	0	0.77		-0.28	2.37	0.18	-0.07
YIL042C	0.28	0.46	-0.06	1.25	0.83	0.19	0.3	-0.13
YFL055W	0.2	0	-0.4	-0.69	0.09	-0.2	-0.41	0.2
YNL078W	-0.13	0.26	0.12	0.54	0.28	0.64	0.24	-0.18
YHR086W	0.54	0.07	0.38	0.05	-0.08	-1.38	0.47	0.2
YOR263C	-0.08	-0.09	-0.06	0.21	-0.27	-0.78	0.08	-0.04
YKL028W	-0.04	-0.17	-0.1	-0.26	-0.04	-0.74	0.35	0.14
YLR397C	-0.64	0.35	-0.32	-0.27	-0.13	-1.1	0.02	0.31
YNL286W	-0.26	-0.3	0.07	-0.22	-0.03	-1	-0.49	-0.34
YBL112C	0.14	0.25	0.37	-0.16	0.97	0.02	1.4	1.2
YPL077C	0.02	0.03	0.03	0.35	-0.24	-0.24	-0.92	-0.16
YDL237W	0.47	0.09	0.24	0.79	0.2	-0.05	0.51	-0.04
YGL181W	0.42	0.33	0.1	0.23	0.71	0.03	0.74	0
YIL044C	0.18	0.16	0.17	0.39	0.12	-0.18	0.49	0.15
YKL205W	0.03	-0.15	0.16	1.42	0.68	-1.06	0.27	-0.4
YNL080C	-0.02	0.17	0.26	0.38	0.18	-0.1	0.36	-0.22
YHR088W	-1.25	-0.62	0.16	-0.41	-0.27	-1.46	0.06	-0.03
YOR265W	0.14	-0.41	0.2	0.58	-0.2	-0.04	0.33	0.13
YKL030W	-1.09	0.45	-0.11	-0.53	0.84	-1.85	-0.08	-0.43
YLR399C	0.08	0.28	-0.09	-0.15	0.1	-0.77	0.86	0.14
YNL288W	0.13	-0.29	0.15	-0.81	-0.37	-1.09	0.38	0.58
YBR001C	1.14	0.76	0.92	0.64	1.51	1.53	0.83	0.5
YPL079W	-0.62	-0.76	-0.07	-0.32	-0.69	-0.28	-0.09	-0.11
YDR005C	1.63	0.09	0.93	1.02	1.25	0.96	1.06	0.19
YDR427W	0.27	-0.31	0.16	0.37	0.07	-0.18	0.83	0.1
YBR109C	0.18	-0.3	0.56	0.36	-0.05	1	0.4	-0.05
YIL046W	-0.01	0.07	-0.04	0.08	0.17	0.04	0.35	0.25
YKL207W	0.25	-0.01	0.49	0.36	0.34	0.08		0.01
YFL059W	0.16	0.02	-0.15	0.26	-0.25	0.08	-0.08	-0.31
YNL082W	-0.14	0.04	-0.12	-0.08	-0.06	-0.58	0.15	-0.12
YHR090C	-0.18	-0.62	-0.04	-0.42	-0.33	-1.05	0.18	0.07
YOR267C	0.61	0.13	0.38	0.37	0.57	-0.28	0.9	0.23
YKL032C	-0.03	0.4	-0.35		1.23	-0.84	0.44	-0.25
YLR401C	-0.87	0.43	-0.37	-0.31	0.06	-1.36	-0.02	0.38
YNL290W	-0.35	0.02	-0.14	-0.43	0.33	-1.54	0.29	-0.26
YBR003W	0.38	0.44	0.23	0.26	0.42	0.59	0.97	0.33
YPL081W	-0.53	-0.41	-0.19	-0.18	-0.66	-0.58	0.03	-0.14
YDR021W	-0.6	-0.17	0.31		-0.1	-0.9	0.29	-0.26
YGL213C	0.04	0.1	0.15	-0.37	0.08	-1.1	0.24	-0.21
YIL048W	0.46	0.07	0.1	0.04	0.27	-0.15	0.56	0.41
YBR111C	0.62	-0.19	0.81	0.92	0.02	1.07	0.39	-0.13
YKL209C	0.26	0.41	0.16	-0.72	0.09	-1.2		0.06
YNL084C	0.11	-0.12	0.31	-0.1	-0.09	-0.43	0.53	-0.02
YOR269W	0.14	0.24	0.14	0.76	0	-0.37	-0.07	0.02
YKL034W	0.81	0.21	0.3	0.11	0.53	-0.24	0.53	0.2
YLR403W	0.61	0.36	-0.21		0.95	-0.83	0.52	0.66
YNL292W	-0.25	0.34	0.01	-0.29	0.17	-1.32	0.69	-0.3
YBR005W	0.05	0.62	0.3	1.29	1.91	2.05	1.1	-0.28
YPL083C	0.1	0.23	0.14	0.23	-0.15	-0.6	-0.25	-0.07
YDR037W	-0.41	0.04	0.65	1.44	-0.08	-1.16	0.43	-0.15
YGL229C	1.2	0.51	0.08	0.33	0.47	0.18	1.17	0.15
YIL050W	0.61	0.02	0.36	1	0.24	-0.02	0.39	0.12
YDR151C	0.15	-0.36	-0.03	-0.17	-0.2	0.53	0.25	-0.03
YKL211C	0.23	0.48	0.31	-0.04	0.55	-0.45		-0.04
YFR031BC	-0.23	-0.15	0.25	-0.03	-0.06	-0.83	0.75	-0.37
YHR130C	0.15	0.24	0.25	0.14	0.2	-0.46	0.07	-0.26
YNL086W	0.03	-0.07	0.05	0	0.01	-0.28	0.17	-0.27
YKL072W	-0.17	-0.02	-0.22	-0.57	-0.08	-1.36	0.12	0.12
YOR271C	-0.5	0.31	-0.26	0.15	0.47	-0.33	0.09	-0.25
YLR441C	-0.26	0.07	0.14	0.2	0	-0.66	0.22	-0.12
YCL045C	0.44	0.42	0.18	-0.56	0.5	-0.28	0.88	-0.08
YNL330C	0.06	0.38	-0.13	0.1	-0.08	-0.54	0.03	-0.1
YDR053W	0.52	0.15	0.3	-0.18	0.1	-0.97	0.85	0.04
YGL245W	-0.01	0.39	0.07	0.39	0.46	-0.43	0.24	-0.28
YBR151W	0.39	-0.01	0.29	-0.02	0.08	0.88	0.4	0.21
YIL052C	-0.15	-0.73	0.39	-0.04	-0.13	-0.68	0.8	0.13
YDR153C	-0.28	-0.28	0.07	0.41	0	-0.59	-0.14	-0.41
YKL213C	0.7	0.69	0.07	-0.65	1.71	-0.61		-0.26
YHR132C	0.28	0.36	0.43	0.9	0.37	-0.66	0.39	-0.15
YKL074C	-0.22	-0.17	0.03	-0.14	-0.03	-0.95	-0.11	-0.09
YOR273C	1.71	0.47	0.91	1.39	1.08	0.23	1.6	1.43
YLR443W	-0.33	0.1	-0.17	-0.02	-0.11	-0.72	-0.18	-0.32
YNL332W	0.33	0.45	-0.2	0.17	-0.07	-0.24	-0.36	-0.09
YPL123C	0.95	0.25	0.66	0.74	0.52	0.33	-0.07	-0.01
YDL225W	0	0.16	0.29	0.33	0.29	-0.34	0.6	0.14
YGL169W	-0.57	0.1	0.04	-0.12	-0.1	-0.29	-0.1	-0.14
YKR026C	-0.31	-0.2	0.3	0.38	0.06	-0.82	0.29	-0.22
YHR134W	-0.19	0.18	0.61	0.23	-0.05	-0.58	0.04	-0.23
YNL126W	0.15	-0.05	0.03	-0.1	-0.29	-0.78	0.07	-0.13
YKL076C	-0.07	0.15	0.1	0.68	0.04	-0.07	0.19	-0.02
YOR311C	-0.01	-0.07	0.18	0.18	-0.09	-0.17	0.46	0.04
YNL334C	0.27	0.45	-0.13	0.5	-0.16	-0.17	-0.34	-0.04
YPL125W	0.05	0.11	-0.11	-0.82	0.08	-0.88	-0.43	0.35
YDL241W	-0.74	-0.41	-0.2	0.55	0.52	0.24	-0.21	-0.27
YGL185C	0.35	-0.29	0.4	-0.77	0.99	0.48	0.44	-0.54
YIL093C	-0.18	-0.18	0.11	-0.02	0.02	-0.52	0.36	-0.15
YKR028W	0.33	0.74	0.14	0.48	0.67	-0.52	0.08	0.27
YNL128W	0.28	-0.08	-0.4	0.39	-0.04	-0.52	-0.81	0.29
YHR136C	4.67	4.58	5.29	4.53	5.34	3.42	3.22	3.49
YOR313C	-0.14	-0.19	-0.1	-0.12	-0.69	-0.09	-1.48	0.17
YKL078W	-1.61	0.14	-0.54	-0.7	-0.18	-1.32	-0.31	-0.06
YLR447C	0.12	0.15	0.09	0.64	0.07	-0.63	-0.04	-0.04
YNL336W	0.22	0.27	0.3	1.03	0.41	0.64	0.52	-0.17
YBR047W	0.07	-0.17	-0.3	-0.41	0.23	0.58	0.38	-0.35
YDR009W	0.23	0	-0.08	-0.29	-0.06	1.52	-0.2	-0.28
YGL201C	-0.07	0.14	0.07	-0.51	0.35	-0.74	0.43	0.18
YKR030W	0.34	-0.25	0.49	1.2	0.2	0.15	0.66	-0.38
YNL130C	0.24	-0.22	0.33	0.63	-0.12	-0.17	0.77	0.1
YOR315W	-0.24	-0.05	0.24	-0.2	-0.3	-0.9	0.24	0.06
YKL080W	0.26	0.11	0.08	0.59	0.11	-0.62	0.62	-0.11
YLR449W	-0.94	-0.16	-0.1	-0.21	-0.1	-1.57	-0.02	-0.13
YBR049C	0.15	0.08	2.47	-0.65	0.04	1.04		0.38
YPL129W	-0.24	0.02	0.23	-0.03	-0.2	-0.97	-0.01	-0.35
YGL217C	0.05	0.05	0.27	-0.72	-0.14	-1.25	-0.18	0.73
YIL097W	0.59	-0.05	0.15	0.32	0.37	0.23	0.71	0.04
YNL132W	-0.83	0.04	0.15	-0.3	0.01	-1.44	0.26	0.3
YHR140W	1	0.17	0.17	-0.07	1.46	0.51	0.09	-0.06
YOR317W	1.01	-0.14	0.19	-0.22	-0.16	-0.33	0.72	0.54
YKL082C	-0.94	-0.38	0.14	-0.46	-0.11	-1.04	0	0.09
YNR001C	0.94	0.42	0.74	1.3	0.14	0.66	0.98	0.16
YBR051W	1.98	0.48	0.71	1.25	1.89	2.18	0.64	0.22
YPL131W	-0.18	-0.24	0.25	0.19	-0.29	-1.5	0.39	-0.28
YDR041W	0.12	0.01	0.98	0.76	0.12	-0.27	0.19	-0.33
YCR096C	0.04	-0.86	0.21	-0.53	-0.17	0.33	0.29	0.08
YIL099W	0.59	-2.15	-0.06		0.54	-0.32	0.8	3.52
YDR487C	0.42	0.08	0.39	0.77	0.47	-0.13	0.48	0.01
YGR046W	-0.07	0.05	-0.01	0.16	-0.11	-0.9	0.18	-0.25
YNL134C	0.53	-0.01	0.04	1.16	0.42	-0.02	1.34	0.07
YJL026W	0.3	0.11	0.18	0.98	0.27	-0.49	0.59	-0.16
YOR319W	0.07	0.13	0.2	0.23	0.1	-0.23	0.25	-0.11
YLR009W	-1.15	-1.05	0.24	-0.31	-0.72	-1.17	0.03	0.01
YMR214W	-0.18	-0.02	-0.21	-0.81	0.4	-0.96	-0.55	-0.02
YPR174C	-0.08	0.41	-0.24	-0.23	-0.12	-0.34	-0.64	-0.19
